n,Sr No,Folder,Picture,Composition,composition_final,Element,Fraction,Frac,H2_W%,Pressure,Temperature,Che_pot,AN,Period,AR,Cr,VWR,EN,Density,EA,MP,BP,VEC,FIE,TC,BM,HF,MV,Mass,SH,M-M_Eng,M-M_Bond,M-H_Bond,M-H_Eng,formation_H,en_at_H,formation_M,en_at_M,vol_H,vol_M,vol_diff,EN.Diff,M-H.EN.Diff,Atomic.Size.Diff,dSmix,ele_lst,frac_lst,Element_corrected,frac_corrected,composition_final
1833,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,0.648240445859872,0.1214131055402,553,446.058572237068,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1834,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,0.705957006369427,0.121828070853926,553,453.902456338025,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1835,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,0.763673566878981,0.122105502023691,553,459.131712405329,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1836,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,0.821390127388535,0.122439253498306,553,465.40681968609,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1837,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,0.879106687898089,0.12282978336909,553,472.727778180308,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1838,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,0.936823248407643,0.12308149580359,553,477.434108640869,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1839,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,0.994539808917197,0.123516210321298,553,485.539455545183,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1840,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,1.05225636942675,0.124432699729119,553,502.534537763916,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1841,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,1.10997292993631,0.125484368411675,553,521.882785212914,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1842,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,1.16768949044586,0.126544925489487,553,541.231032661926,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1843,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,1.22540605095541,0.127614446084664,553,560.579280110938,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1844,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,1.28312261146497,0.128707643339539,553,580.188990363298,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1845,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,1.34083917197452,0.12981020536678,553,599.798700615677,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1846,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,1.39855573248408,0.130892435604032,553,618.885485261327,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1847,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,1.45627229299363,0.132993254271514,553,655.490277732421,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1848,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,1.51398885350318,0.136782255833149,553,720.071590163553,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1849,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,1.57170541401274,0.140679206725845,553,784.652902594706,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1850,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,1.62942197452229,0.144687182445318,553,849.234215025853,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1851,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,1.68713853503185,0.148826271501981,553,914.07699026036,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1852,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,1.7448550955414,0.153834256304053,553,990.162666039561,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1853,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,1.80257165605096,0.160154184302339,553,1082.72049843077,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1854,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,1.86028821656051,0.166771682407566,553,1175.80125642869,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1855,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,1.91800477707006,0.173702119120315,553,1269.40494003334,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1856,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,1.97572133757962,0.182969146290219,553,1388.89344117113,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1857,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,2.0293152866242,0.201861588218059,553,1614.79730327846,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1858,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,2.08212397634213,0.223135770286701,553,1845.146033043,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1859,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,2.11314171974522,0.24691692304595,553,2077.96231801429,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1860,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,2.13512898089172,0.274400416116987,553,2320.58345811176,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1861,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,2.15711624203822,0.304351818807662,553,2558.74338912683,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1862,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,2.19009713375796,0.336800708792098,553,2791.64138122417,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1863,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,2.24781369426752,0.342790644537846,553,2832.16811574574,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1864,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,2.30553025477707,0.345491287041862,553,2850.20904917792,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1865,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,2.36324681528662,0.348054829950476,553,2867.20413139664,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1866,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,2.42096337579618,0.350796945823444,553,2885.24506482883,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1867,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,2.47867993630573,0.353480251790616,553,2902.76307265428,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1868,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,2.53639649681529,0.356224594767608,553,2920.5425432831,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1869,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,2.59411305732484,0.358990244220244,553,2938.32201391191,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
1870,23,PCT,139.pdf-004_2.jpg,60 Mg – 12.96 La - 27.04 Ni,La0.03Mg0.82Ni0.15,Mg La Ni,0.82 0.03 0.15,0.82 0.03 0.15,2.65182961783439,0.361653949295739,553,2955.31709613064,15.75,3.24,1.5559,129.82,217.9,1.3937,2.9478,0.1881,1050.67,1694.46,3.23,7.5864,145.24,64.74,9.903,13.1301,32.905,909,-0.8054,3.2363,1.7328,-2.6466,-0.278,-3.3798,0.0082,-2.319,52.3971,42.8182,0.1594,0.2198,-0.8063,8.83,4.5937,"['Mg', 'La', 'Ni']","['0.82', '0.03', '0.15']","['La', 'Mg', 'Ni']",[0.03 0.82 0.15],La0.03Mg0.82Ni0.15
